country,date,total,new 
Mexico,20-04-11,4219,375
Mexico,20-04-12,4661,442
Mexico,20-04-13,5014,353
Mexico,20-04-14,5399,385
Mexico,20-04-15,5847,448
Mexico,20-04-16,6297,450
Mexico,20-04-17,6875,578
Mexico,20-04-18,7497,622
Mexico,20-04-19,8261,764
Mexico,20-04-20,8772,511
Mexico,20-04-21,9501,729
Mexico,20-04-22,10544,1043
Mexico,20-04-23,11633,1089
Mexico,20-04-24,12872,1239
Mexico,20-04-25,13842,970
Mexico,20-04-26,14677,835
Mexico,20-04-27,15529,852
Mexico,20-04-28,16752,1223
Mexico,20-04-29,17799,1047
Mexico,20-04-30,19224,1425
Mexico,20-05-01,20739,1515
Mexico,20-05-02,22088,1349
Mexico,20-05-03,23471,1383
Mexico,20-05-04,24905,1434
Mexico,20-05-05,26025,1120
Mexico,20-05-06,27634,1609
Mexico,20-05-07,29616,1982
Mexico,20-05-08,31522,1906
Mexico,20-05-09,33460,1938
Mexico,20-05-10,35022,1562
Mexico,20-05-11,36327,1305
Mexico,20-05-12,38324,1997
Mexico,20-05-13,40186,1862
Mexico,20-05-14,42595,2409
Mexico,20-05-15,45032,2437
Mexico,20-05-16,47144,2112
Mexico,20-05-17,49219,2075
Mexico,20-05-18,51633,2414
Mexico,20-05-19,54346,2713
Mexico,20-05-20,56594,2248
Mexico,20-05-21,59567,2973
Mexico,20-05-22,62527,2960
Mexico,20-05-23,65856,3329
Mexico,20-05-24,68620,2764
Mexico,20-05-25,71105,2485
Mexico,20-05-26,74560,3455
Mexico,20-05-27,78023,3463
Mexico,20-05-28,81400,3377
Mexico,20-05-29,84627,3227
Mexico,20-05-30,87512,2885
Mexico,20-05-31,90664,3152
Mexico,20-06-01,93435,2771
Mexico,20-06-02,97326,3891
Mexico,20-06-03,101238,3912
Mexico,20-06-04,105680,4442
Mexico,20-06-05,110026,4346
Mexico,20-06-06,113619,3593
Mexico,20-06-07,117103,3484
Mexico,20-06-08,120102,2999
Mexico,20-06-09,124301,4199
Mexico,20-06-10,129184,4883
Mexico,20-06-11,133974,4790
Mexico,20-06-12,139196,5222
Moldova,20-01-22,0,0
Moldova,20-01-23,0,0
Moldova,20-01-24,0,0
Moldova,20-01-25,0,0
Moldova,20-01-26,0,0
Moldova,20-01-27,0,0
Moldova,20-01-28,0,0
Moldova,20-01-29,0,0
Moldova,20-01-30,0,0
Moldova,20-01-31,0,0
Moldova,20-02-01,0,0
Moldova,20-02-02,0,0
Moldova,20-02-03,0,0
Moldova,20-02-04,0,0
Moldova,20-02-05,0,0
Moldova,20-02-06,0,0
Moldova,20-02-07,0,0
Moldova,20-02-08,0,0
Moldova,20-02-09,0,0
Moldova,20-02-10,0,0
Moldova,20-02-11,0,0
Moldova,20-02-12,0,0
Moldova,20-02-13,0,0
Moldova,20-02-14,0,0
Moldova,20-02-15,0,0
Moldova,20-02-16,0,0
Moldova,20-02-17,0,0
Moldova,20-02-18,0,0
Moldova,20-02-19,0,0
Moldova,20-02-20,0,0
Moldova,20-02-21,0,0
Moldova,20-02-22,0,0
Moldova,20-02-23,0,0
Moldova,20-02-24,0,0
Moldova,20-02-25,0,0
Moldova,20-02-26,0,0
Moldova,20-02-27,0,0
Moldova,20-02-28,0,0
Moldova,20-02-29,0,0
Moldova,20-03-01,0,0
Moldova,20-03-02,0,0
Moldova,20-03-03,0,0
Moldova,20-03-04,0,0
Moldova,20-03-05,0,0
Moldova,20-03-06,0,0
Moldova,20-03-07,0,0
Moldova,20-03-08,1,1
Moldova,20-03-09,1,0
Moldova,20-03-10,3,2
Moldova,20-03-11,3,0
Moldova,20-03-12,3,0
Moldova,20-03-13,6,3
Moldova,20-03-14,12,6
Moldova,20-03-15,23,11
Moldova,20-03-16,23,0
Moldova,20-03-17,30,7
Moldova,20-03-18,30,0
Moldova,20-03-19,49,19
Moldova,20-03-20,66,17
Moldova,20-03-21,80,14
Moldova,20-03-22,94,14
Moldova,20-03-23,109,15
Moldova,20-03-24,125,16
Moldova,20-03-25,149,24
Moldova,20-03-26,177,28
Moldova,20-03-27,199,22
Moldova,20-03-28,231,32
Moldova,20-03-29,263,32
Moldova,20-03-30,298,35
Moldova,20-03-31,353,55
Moldova,20-04-01,423,70
Moldova,20-04-02,505,82
Moldova,20-04-03,591,86
Moldova,20-04-04,752,161
Moldova,20-04-05,864,112
Moldova,20-04-06,965,101
Moldova,20-04-07,1056,91
Moldova,20-04-08,1174,118
Moldova,20-04-09,1289,115
Moldova,20-04-10,1438,149
Moldova,20-04-11,1560,122
Moldova,20-04-12,1662,102
Moldova,20-04-13,1712,50
Moldova,20-04-14,1934,222
Moldova,20-04-15,2049,115
Moldova,20-04-16,2154,105
Moldova,20-04-17,2264,110
Moldova,20-04-18,2378,114
Moldova,20-04-19,2472,94
Moldova,20-04-20,2548,76
Moldova,20-04-21,2614,66
Moldova,20-04-22,2778,164
Moldova,20-04-23,2926,148
Moldova,20-04-24,3110,184
Moldova,20-04-25,3304,194
Moldova,20-04-26,3408,104
Moldova,20-04-27,3481,73
Moldova,20-04-28,3638,157
Moldova,20-04-29,3771,133
Moldova,20-04-30,3897,126
Moldova,20-05-01,3980,83
Moldova,20-05-02,4052,72
Moldova,20-05-03,4121,69
Moldova,20-05-04,4248,127
Moldova,20-05-05,4363,115
Moldova,20-05-06,4476,113
Moldova,20-05-07,4605,129
Moldova,20-05-08,4728,123
Moldova,20-05-09,4867,139
Moldova,20-05-10,4927,60
Moldova,20-05-11,4995,68
Moldova,20-05-12,5154,159
Moldova,20-05-13,5406,252
Moldova,20-05-14,5553,147
Moldova,20-05-15,5745,192
Moldova,20-05-16,5934,189
Moldova,20-05-17,6060,126
Moldova,20-05-18,6138,78
Moldova,20-05-19,6340,202
Moldova,20-05-20,6553,213
Moldova,20-05-21,6704,151
Moldova,20-05-22,6847,143
Moldova,20-05-23,6994,147
Moldova,20-05-24,7093,99
Moldova,20-05-25,7147,54
Moldova,20-05-26,7305,158
Moldova,20-05-27,7537,232
Moldova,20-05-28,7725,188
Moldova,20-05-29,7896,171
Moldova,20-05-30,8098,202
Moldova,20-05-31,8251,153
Moldova,20-06-01,8360,109
Moldova,20-06-02,8548,188
Moldova,20-06-03,8795,247
Moldova,20-06-04,9018,223
Moldova,20-06-05,9247,229
Moldova,20-06-06,9511,264
Moldova,20-06-07,9700,189
Moldova,20-06-08,9807,107
Moldova,20-06-09,10025,218
Moldova,20-06-10,10321,296
Moldova,20-06-11,10727,406
Moldova,20-06-12,11093,366
Monaco,20-01-22,0,0
Monaco,20-01-23,0,0
Monaco,20-01-24,0,0
Monaco,20-01-25,0,0
Monaco,20-01-26,0,0
Monaco,20-01-27,0,0
Monaco,20-01-28,0,0
Monaco,20-01-29,0,0
Monaco,20-01-30,0,0
Monaco,20-01-31,0,0
Monaco,20-02-01,0,0
Monaco,20-02-02,0,0
Monaco,20-02-03,0,0
Monaco,20-02-04,0,0
Monaco,20-02-05,0,0
Monaco,20-02-06,0,0
Monaco,20-02-07,0,0
Monaco,20-02-08,0,0
Monaco,20-02-09,0,0
Monaco,20-02-10,0,0
Monaco,20-02-11,0,0
Monaco,20-02-12,0,0
Monaco,20-02-13,0,0
Monaco,20-02-14,0,0
Monaco,20-02-15,0,0
Monaco,20-02-16,0,0
Monaco,20-02-17,0,0
Monaco,20-02-18,0,0
Monaco,20-02-19,0,0
Monaco,20-02-20,0,0
Monaco,20-02-21,0,0
Monaco,20-02-22,0,0
Monaco,20-02-23,0,0
Monaco,20-02-24,0,0
Monaco,20-02-25,0,0
Monaco,20-02-26,0,0
Monaco,20-02-27,0,0
Monaco,20-02-28,0,0
Monaco,20-02-29,1,1
Monaco,20-03-01,1,0
Monaco,20-03-02,1,0
Monaco,20-03-03,1,0
Monaco,20-03-04,1,0
Monaco,20-03-05,1,0
Monaco,20-03-06,1,0
Monaco,20-03-07,1,0
Monaco,20-03-08,1,0
Monaco,20-03-09,1,0
Monaco,20-03-10,1,0
Monaco,20-03-11,1,0
Monaco,20-03-12,2,1
Monaco,20-03-13,2,0
Monaco,20-03-14,2,0
Monaco,20-03-15,2,0
Monaco,20-03-16,7,5
Monaco,20-03-17,7,0
Monaco,20-03-18,7,0
Monaco,20-03-19,7,0
Monaco,20-03-20,11,4
Monaco,20-03-21,11,0
Monaco,20-03-22,23,12
Monaco,20-03-23,23,0
Monaco,20-03-24,23,0
Monaco,20-03-25,31,8
Monaco,20-03-26,33,2
Monaco,20-03-27,42,9
Monaco,20-03-28,42,0
Monaco,20-03-29,46,4
Monaco,20-03-30,49,3
Monaco,20-03-31,52,3
Monaco,20-04-01,55,3
Monaco,20-04-02,60,5
Monaco,20-04-03,64,4
Monaco,20-04-04,66,2
Monaco,20-04-05,73,7
Monaco,20-04-06,77,4
Monaco,20-04-07,79,2
Monaco,20-04-08,81,2
Monaco,20-04-09,84,3
Monaco,20-04-10,90,6
Monaco,20-04-11,92,2
Monaco,20-04-12,93,1
Monaco,20-04-13,93,0
Monaco,20-04-14,93,0
Monaco,20-04-15,93,0
Monaco,20-04-16,93,0
Monaco,20-04-17,94,1
Monaco,20-04-18,94,0
Monaco,20-04-19,94,0
Monaco,20-04-20,94,0
Monaco,20-04-21,94,0
Monaco,20-04-22,94,0
Monaco,20-04-23,94,0
Monaco,20-04-24,94,0
Monaco,20-04-25,94,0
Monaco,20-04-26,94,0
Monaco,20-04-27,95,1
Monaco,20-04-28,95,0
Monaco,20-04-29,95,0
Monaco,20-04-30,95,0
Monaco,20-05-01,95,0
Monaco,20-05-02,95,0
Monaco,20-05-03,95,0
Monaco,20-05-04,95,0
Monaco,20-05-05,95,0
Monaco,20-05-06,95,0
Monaco,20-05-07,95,0
Monaco,20-05-08,95,0
Monaco,20-05-09,96,1
Monaco,20-05-10,96,0
Monaco,20-05-11,96,0
Monaco,20-05-12,96,0
Monaco,20-05-13,96,0
Monaco,20-05-14,96,0
Monaco,20-05-15,96,0
Monaco,20-05-16,96,0
Monaco,20-05-17,96,0
Monaco,20-05-18,97,1
Monaco,20-05-19,97,0
Monaco,20-05-20,97,0
Monaco,20-05-21,97,0
Monaco,20-05-22,97,0
Monaco,20-05-23,98,1
Monaco,20-05-24,98,0
Monaco,20-05-25,98,0
Monaco,20-05-26,98,0
Monaco,20-05-27,98,0
Monaco,20-05-28,98,0
Monaco,20-05-29,98,0
Monaco,20-05-30,99,1
Monaco,20-05-31,99,0
Monaco,20-06-01,99,0
Monaco,20-06-02,99,0
Monaco,20-06-03,99,0
Monaco,20-06-04,99,0
Monaco,20-06-05,99,0
Monaco,20-06-06,99,0
Monaco,20-06-07,99,0
Monaco,20-06-08,99,0
Monaco,20-06-09,99,0
Monaco,20-06-10,99,0
Monaco,20-06-11,99,0
Monaco,20-06-12,99,0
Mongolia,20-01-22,0,0
Mongolia,20-01-23,0,0
Mongolia,20-01-24,0,0
Mongolia,20-01-25,0,0
Mongolia,20-01-26,0,0
Mongolia,20-01-27,0,0
Mongolia,20-01-28,0,0
Mongolia,20-01-29,0,0
Mongolia,20-01-30,0,0
Mongolia,20-01-31,0,0
Mongolia,20-02-01,0,0
Mongolia,20-02-02,0,0
Mongolia,20-02-03,0,0
Mongolia,20-02-04,0,0
Mongolia,20-02-05,0,0
Mongolia,20-02-06,0,0
Mongolia,20-02-07,0,0
Mongolia,20-02-08,0,0
Mongolia,20-02-09,0,0
Mongolia,20-02-10,0,0
Mongolia,20-02-11,0,0
Mongolia,20-02-12,0,0
Mongolia,20-02-13,0,0
Mongolia,20-02-14,0,0
Mongolia,20-02-15,0,0
Mongolia,20-02-16,0,0
Mongolia,20-02-17,0,0
Mongolia,20-02-18,0,0
Mongolia,20-02-19,0,0
Mongolia,20-02-20,0,0
Mongolia,20-02-21,0,0
Mongolia,20-02-22,0,0
Mongolia,20-02-23,0,0
Mongolia,20-02-24,0,0
Mongolia,20-02-25,0,0
Mongolia,20-02-26,0,0
Mongolia,20-02-27,0,0
Mongolia,20-02-28,0,0
Mongolia,20-02-29,0,0
Mongolia,20-03-01,0,0
Mongolia,20-03-02,0,0
Mongolia,20-03-03,0,0
Mongolia,20-03-04,0,0
Mongolia,20-03-05,0,0
Mongolia,20-03-06,0,0
Mongolia,20-03-07,0,0
Mongolia,20-03-08,0,0
Mongolia,20-03-09,0,0
Mongolia,20-03-10,1,1
Mongolia,20-03-11,1,0
Mongolia,20-03-12,1,0
Mongolia,20-03-13,1,0
Mongolia,20-03-14,1,0
Mongolia,20-03-15,1,0
Mongolia,20-03-16,1,0
Mongolia,20-03-17,5,4
Mongolia,20-03-18,6,1
Mongolia,20-03-19,6,0
Mongolia,20-03-20,6,0
Mongolia,20-03-21,10,4
Mongolia,20-03-22,10,0
Mongolia,20-03-23,10,0
Mongolia,20-03-24,10,0
Mongolia,20-03-25,10,0
Mongolia,20-03-26,11,1
Mongolia,20-03-27,11,0
Mongolia,20-03-28,12,1
Mongolia,20-03-29,12,0
Mongolia,20-03-30,12,0
Mongolia,20-03-31,12,0
Mongolia,20-04-01,14,2
Mongolia,20-04-02,14,0
Mongolia,20-04-03,14,0
Mongolia,20-04-04,14,0
Mongolia,20-04-05,14,0
Mongolia,20-04-06,15,1
Mongolia,20-04-07,15,0
Mongolia,20-04-08,16,1
Mongolia,20-04-09,16,0
Mongolia,20-04-10,16,0
Mongolia,20-04-11,16,0
Mongolia,20-04-12,16,0
Mongolia,20-04-13,17,1
Mongolia,20-04-14,30,13
Mongolia,20-04-15,30,0
Mongolia,20-04-16,31,1
Mongolia,20-04-17,31,0
Mongolia,20-04-18,31,0
Mongolia,20-04-19,32,1
Mongolia,20-04-20,33,1
Mongolia,20-04-21,34,1
Mongolia,20-04-22,35,1
Mongolia,20-04-23,36,1
Mongolia,20-04-24,37,1
Mongolia,20-04-25,37,0
Mongolia,20-04-26,38,1
Mongolia,20-04-27,38,0
Mongolia,20-04-28,38,0
Mongolia,20-04-29,38,0
Mongolia,20-04-30,38,0
Mongolia,20-05-01,38,0
Mongolia,20-05-02,39,1
Mongolia,20-05-03,39,0
Mongolia,20-05-04,40,1
Mongolia,20-05-05,41,1
Mongolia,20-05-06,41,0
Mongolia,20-05-07,41,0
Mongolia,20-05-08,42,1
Mongolia,20-05-09,42,0
Mongolia,20-05-10,42,0
Mongolia,20-05-11,42,0
Mongolia,20-05-12,42,0
Mongolia,20-05-13,42,0
Mongolia,20-05-14,98,56
Mongolia,20-05-15,98,0
Mongolia,20-05-16,135,37
Mongolia,20-05-17,136,1
Mongolia,20-05-18,140,4
Mongolia,20-05-19,140,0
Mongolia,20-05-20,140,0
Mongolia,20-05-21,140,0
Mongolia,20-05-22,141,1
Mongolia,20-05-23,141,0
Mongolia,20-05-24,141,0
Mongolia,20-05-25,141,0
Mongolia,20-05-26,141,0
Mongolia,20-05-27,148,7
Mongolia,20-05-28,161,13
Mongolia,20-05-29,179,18
Mongolia,20-05-30,179,0
Mongolia,20-05-31,179,0
Mongolia,20-06-01,185,6
Mongolia,20-06-02,185,0
Mongolia,20-06-03,185,0
Mongolia,20-06-04,186,1
Mongolia,20-06-05,191,5
Mongolia,20-06-06,193,2
Mongolia,20-06-07,193,0
Mongolia,20-06-08,194,1
Mongolia,20-06-09,194,0
Mongolia,20-06-10,194,0
Mongolia,20-06-11,197,3
Mongolia,20-06-12,197,0
Montenegro,20-01-22,0,0
Montenegro,20-01-23,0,0
Montenegro,20-01-24,0,0
Montenegro,20-01-25,0,0
Montenegro,20-01-26,0,0
Montenegro,20-01-27,0,0
Montenegro,20-01-28,0,0
Montenegro,20-01-29,0,0
Montenegro,20-01-30,0,0
Montenegro,20-01-31,0,0
Montenegro,20-02-01,0,0
Montenegro,20-02-02,0,0
Montenegro,20-02-03,0,0
Montenegro,20-02-04,0,0
Montenegro,20-02-05,0,0
Montenegro,20-02-06,0,0
Montenegro,20-02-07,0,0
Montenegro,20-02-08,0,0
Montenegro,20-02-09,0,0
Montenegro,20-02-10,0,0
Montenegro,20-02-11,0,0
Montenegro,20-02-12,0,0
Montenegro,20-02-13,0,0
Montenegro,20-02-14,0,0
Montenegro,20-02-15,0,0
Montenegro,20-02-16,0,0
Montenegro,20-02-17,0,0
Montenegro,20-02-18,0,0
Montenegro,20-02-19,0,0
Montenegro,20-02-20,0,0
Montenegro,20-02-21,0,0
Montenegro,20-02-22,0,0
Montenegro,20-02-23,0,0
Montenegro,20-02-24,0,0
Montenegro,20-02-25,0,0
Montenegro,20-02-26,0,0
Montenegro,20-02-27,0,0
Montenegro,20-02-28,0,0
Montenegro,20-02-29,0,0
Montenegro,20-03-01,0,0
Montenegro,20-03-02,0,0
Montenegro,20-03-03,0,0
Montenegro,20-03-04,0,0
Montenegro,20-03-05,0,0
Montenegro,20-03-06,0,0
Montenegro,20-03-07,0,0
Montenegro,20-03-08,0,0
Montenegro,20-03-09,0,0
Montenegro,20-03-10,0,0
Montenegro,20-03-11,0,0
Montenegro,20-03-12,0,0
Montenegro,20-03-13,0,0
Montenegro,20-03-14,0,0
Montenegro,20-03-15,0,0
Montenegro,20-03-16,0,0
Montenegro,20-03-17,2,2
Montenegro,20-03-18,2,0
Montenegro,20-03-19,3,1
Montenegro,20-03-20,14,11
Montenegro,20-03-21,14,0
Montenegro,20-03-22,21,7
Montenegro,20-03-23,27,6
Montenegro,20-03-24,47,20
Montenegro,20-03-25,52,5
Montenegro,20-03-26,69,17
Montenegro,20-03-27,82,13
Montenegro,20-03-28,84,2
Montenegro,20-03-29,85,1
Montenegro,20-03-30,91,6
Montenegro,20-03-31,109,18
Montenegro,20-04-01,123,14
Montenegro,20-04-02,144,21
Montenegro,20-04-03,174,30
Montenegro,20-04-04,201,27
Montenegro,20-04-05,214,13
Montenegro,20-04-06,233,19
Montenegro,20-04-07,241,8
Montenegro,20-04-08,248,7
Montenegro,20-04-09,252,4
Montenegro,20-04-10,255,3
Montenegro,20-04-11,263,8
Montenegro,20-04-12,272,9
Montenegro,20-04-13,274,2
Montenegro,20-04-14,283,9
Montenegro,20-04-15,288,5
Montenegro,20-04-16,303,15
Montenegro,20-04-17,303,0
Montenegro,20-04-18,307,4
Montenegro,20-04-19,308,1
Montenegro,20-04-20,312,4
Montenegro,20-04-21,313,1
Montenegro,20-04-22,315,2
Montenegro,20-04-23,316,1
Montenegro,20-04-24,319,3
Montenegro,20-04-25,320,1
Montenegro,20-04-26,321,1
Montenegro,20-04-27,321,0
Montenegro,20-04-28,321,0
Montenegro,20-04-29,322,1
Montenegro,20-04-30,322,0
Montenegro,20-05-01,322,0
Montenegro,20-05-02,322,0
Montenegro,20-05-03,322,0
Montenegro,20-05-04,323,1
Montenegro,20-05-05,324,1
Montenegro,20-05-06,324,0
Montenegro,20-05-07,324,0
Montenegro,20-05-08,324,0
Montenegro,20-05-09,324,0
Montenegro,20-05-10,324,0
Montenegro,20-05-11,324,0
Montenegro,20-05-12,324,0
Montenegro,20-05-13,324,0
Montenegro,20-05-14,324,0
Montenegro,20-05-15,324,0
Montenegro,20-05-16,324,0
Montenegro,20-05-17,324,0
Montenegro,20-05-18,324,0
Montenegro,20-05-19,324,0
Montenegro,20-05-20,324,0
Montenegro,20-05-21,324,0
Montenegro,20-05-22,324,0
Montenegro,20-05-23,324,0
Montenegro,20-05-24,324,0
Montenegro,20-05-25,324,0
Montenegro,20-05-26,324,0
Montenegro,20-05-27,324,0
Montenegro,20-05-28,324,0
Montenegro,20-05-29,324,0
Montenegro,20-05-30,324,0
Montenegro,20-05-31,324,0
Montenegro,20-06-01,324,0
Montenegro,20-06-02,324,0
Montenegro,20-06-03,324,0
Montenegro,20-06-04,324,0
Montenegro,20-06-05,324,0
Montenegro,20-06-06,324,0
Montenegro,20-06-07,324,0
Montenegro,20-06-08,324,0
Montenegro,20-06-09,324,0
Montenegro,20-06-10,324,0
Montenegro,20-06-11,324,0
Montenegro,20-06-12,324,0
Morocco,20-01-22,0,0
Morocco,20-01-23,0,0
Morocco,20-01-24,0,0
Morocco,20-01-25,0,0
Morocco,20-01-26,0,0
Morocco,20-01-27,0,0
Morocco,20-01-28,0,0
Morocco,20-01-29,0,0
Morocco,20-01-30,0,0
Morocco,20-01-31,0,0
Morocco,20-02-01,0,0
Morocco,20-02-02,0,0
Morocco,20-02-03,0,0
Morocco,20-02-04,0,0
Morocco,20-02-05,0,0
Morocco,20-02-06,0,0
Morocco,20-02-07,0,0
Morocco,20-02-08,0,0
Morocco,20-02-09,0,0
Morocco,20-02-10,0,0
Morocco,20-02-11,0,0
Morocco,20-02-12,0,0
Morocco,20-02-13,0,0
Morocco,20-02-14,0,0
Morocco,20-02-15,0,0
Morocco,20-02-16,0,0
Morocco,20-02-17,0,0
Morocco,20-02-18,0,0
Morocco,20-02-19,0,0
Morocco,20-02-20,0,0
Morocco,20-02-21,0,0
Morocco,20-02-22,0,0
Morocco,20-02-23,0,0
Morocco,20-02-24,0,0
Morocco,20-02-25,0,0
Morocco,20-02-26,0,0
Morocco,20-02-27,0,0
Morocco,20-02-28,0,0
Morocco,20-02-29,0,0
Morocco,20-03-01,0,0
Morocco,20-03-02,1,1
Morocco,20-03-03,1,0
Morocco,20-03-04,1,0
Morocco,20-03-05,2,1
Morocco,20-03-06,2,0
Morocco,20-03-07,2,0
Morocco,20-03-08,2,0
Morocco,20-03-09,2,0
Morocco,20-03-10,3,1
Morocco,20-03-11,5,2
Morocco,20-03-12,6,1
Morocco,20-03-13,7,1
Morocco,20-03-14,17,10
Morocco,20-03-15,28,11
Morocco,20-03-16,29,1
Morocco,20-03-17,38,9
Morocco,20-03-18,49,11
Morocco,20-03-19,63,14
Morocco,20-03-20,77,14
Morocco,20-03-21,96,19
Morocco,20-03-22,115,19
Morocco,20-03-23,143,28
Morocco,20-03-24,170,27
Morocco,20-03-25,225,55
Morocco,20-03-26,275,50
Morocco,20-03-27,345,70
Morocco,20-03-28,402,57
Morocco,20-03-29,479,77
Morocco,20-03-30,556,77
Morocco,20-03-31,617,61
Morocco,20-04-01,654,37
Morocco,20-04-02,708,54
Morocco,20-04-03,791,83
Morocco,20-04-04,919,128
Morocco,20-04-05,1021,102
Morocco,20-04-06,1120,99
Morocco,20-04-07,1184,64
Morocco,20-04-08,1275,91
Morocco,20-04-09,1374,99
Morocco,20-04-10,1448,74
Morocco,20-04-11,1545,97
Morocco,20-04-12,1661,116
Morocco,20-04-13,1763,102
Morocco,20-04-14,1888,125
Morocco,20-04-15,2024,136
Morocco,20-04-16,2283,259
Morocco,20-04-17,2564,281
Morocco,20-04-18,2685,121
Morocco,20-04-19,2855,170
Morocco,20-04-20,3046,191
Morocco,20-04-21,3209,163
Morocco,20-04-22,3446,237
Morocco,20-04-23,3568,122
Morocco,20-04-24,3758,190
Morocco,20-04-25,3897,139
Morocco,20-04-26,4065,168
Morocco,20-04-27,4120,55
Morocco,20-04-28,4252,132
Morocco,20-04-29,4321,69
Morocco,20-04-30,4423,102
Morocco,20-05-01,4569,146
Morocco,20-05-02,4729,160
Morocco,20-05-03,4903,174
Morocco,20-05-04,5053,150
Morocco,20-05-05,5219,166
Morocco,20-05-06,5408,189
Morocco,20-05-07,5548,140
Morocco,20-05-08,5711,163
Morocco,20-05-09,5910,199
Morocco,20-05-10,6063,153
Morocco,20-05-11,6281,218
Morocco,20-05-12,6418,137
Morocco,20-05-13,6512,94
Morocco,20-05-14,6607,95
Morocco,20-05-15,6652,45
Morocco,20-05-16,6741,89
Morocco,20-05-17,6870,129
Morocco,20-05-18,6952,82
Morocco,20-05-19,7023,71
Morocco,20-05-20,7133,110
Morocco,20-05-21,7211,78
Morocco,20-05-22,7332,121
Morocco,20-05-23,7406,74
Morocco,20-05-24,7433,27
Morocco,20-05-25,7532,99
Morocco,20-05-26,7577,45
Morocco,20-05-27,7601,24
Morocco,20-05-28,7643,42
Morocco,20-05-29,7714,71
Morocco,20-05-30,7780,66
Morocco,20-05-31,7807,27
Morocco,20-06-01,7833,26
Morocco,20-06-02,7866,33
Morocco,20-06-03,7922,56
Morocco,20-06-04,8003,81
Morocco,20-06-05,8071,68
Morocco,20-06-06,8151,80
Morocco,20-06-07,8224,73
Morocco,20-06-08,8302,78
Morocco,20-06-09,8437,135
Morocco,20-06-10,8508,71
Morocco,20-06-11,8537,29
Morocco,20-06-12,8610,73
Mozambique,20-01-22,0,0
Mozambique,20-01-23,0,0
Mozambique,20-01-24,0,0
Mozambique,20-01-25,0,0
Mozambique,20-01-26,0,0
Mozambique,20-01-27,0,0
Mozambique,20-01-28,0,0
Mozambique,20-01-29,0,0
Mozambique,20-01-30,0,0
Mozambique,20-01-31,0,0
Mozambique,20-02-01,0,0
Mozambique,20-02-02,0,0
Mozambique,20-02-03,0,0
Mozambique,20-02-04,0,0
Mozambique,20-02-05,0,0
Mozambique,20-02-06,0,0
Mozambique,20-02-07,0,0
Mozambique,20-02-08,0,0
Mozambique,20-02-09,0,0
Mozambique,20-02-10,0,0
Mozambique,20-02-11,0,0
Mozambique,20-02-12,0,0
Mozambique,20-02-13,0,0
Mozambique,20-02-14,0,0
Mozambique,20-02-15,0,0
Mozambique,20-02-16,0,0
Mozambique,20-02-17,0,0
Mozambique,20-02-18,0,0
Mozambique,20-02-19,0,0
Mozambique,20-02-20,0,0
Mozambique,20-02-21,0,0
Mozambique,20-02-22,0,0
Mozambique,20-02-23,0,0
Mozambique,20-02-24,0,0
Mozambique,20-02-25,0,0
Mozambique,20-02-26,0,0
Mozambique,20-02-27,0,0
Mozambique,20-02-28,0,0
Mozambique,20-02-29,0,0
Mozambique,20-03-01,0,0
Mozambique,20-03-02,0,0
Mozambique,20-03-03,0,0
Mozambique,20-03-04,0,0
Mozambique,20-03-05,0,0
Mozambique,20-03-06,0,0
Mozambique,20-03-07,0,0
Mozambique,20-03-08,0,0
Mozambique,20-03-09,0,0
Mozambique,20-03-10,0,0
Mozambique,20-03-11,0,0
Mozambique,20-03-12,0,0
Mozambique,20-03-13,0,0
Mozambique,20-03-14,0,0
Mozambique,20-03-15,0,0
Mozambique,20-03-16,0,0
Mozambique,20-03-17,0,0
Mozambique,20-03-18,0,0
Mozambique,20-03-19,0,0
Mozambique,20-03-20,0,0
Mozambique,20-03-21,0,0
Mozambique,20-03-22,1,1
Mozambique,20-03-23,1,0
Mozambique,20-03-24,3,2
Mozambique,20-03-25,5,2
Mozambique,20-03-26,7,2
Mozambique,20-03-27,7,0
Mozambique,20-03-28,8,1
Mozambique,20-03-29,8,0
Mozambique,20-03-30,8,0
Mozambique,20-03-31,8,0
Mozambique,20-04-01,10,2
Mozambique,20-04-02,10,0
Mozambique,20-04-03,10,0
Mozambique,20-04-04,10,0
Mozambique,20-04-05,10,0
Mozambique,20-04-06,10,0
Mozambique,20-04-07,10,0
Mozambique,20-04-08,17,7
Mozambique,20-04-09,17,0
Mozambique,20-04-10,20,3
Mozambique,20-04-11,20,0
Mozambique,20-04-12,21,1
Mozambique,20-04-13,21,0
Mozambique,20-04-14,28,7
Mozambique,20-04-15,29,1
Mozambique,20-04-16,31,2
Mozambique,20-04-17,34,3
Mozambique,20-04-18,35,1
Mozambique,20-04-19,39,4
Mozambique,20-04-20,39,0
Mozambique,20-04-21,39,0
Mozambique,20-04-22,41,2
Mozambique,20-04-23,46,5
Mozambique,20-04-24,65,19
Mozambique,20-04-25,70,5
Mozambique,20-04-26,76,6
Mozambique,20-04-27,76,0
Mozambique,20-04-28,76,0
Mozambique,20-04-29,76,0
Mozambique,20-04-30,76,0
Mozambique,20-05-01,79,3
Mozambique,20-05-02,79,0
Mozambique,20-05-03,80,1
Mozambique,20-05-04,80,0
Mozambique,20-05-05,81,1
Mozambique,20-05-06,81,0
Mozambique,20-05-07,81,0
Mozambique,20-05-08,82,1
Mozambique,20-05-09,87,5
Mozambique,20-05-10,91,4
Mozambique,20-05-11,103,12
